ADAM33 	ADRB2  	0.088338
ADAM33 	ALOX5  	0.0091561
ADAM33 	AREG   	0.0046714
ADAM33 	ARG1   	0.0079802
ADAM33 	BCL6   	0.011186
ADAM33 	CCL11  	0.011402
ADAM33 	CCL17  	0.011136
ADAM33 	CCL2   	0.011495
ADAM33 	CCL22  	0.0113
ADAM33 	CCL24  	0.012422
ADAM33 	CCL26  	0.011832
ADAM33 	CCL5   	0.011565
ADAM33 	CCL8   	0.011096
ADAM33 	CCR3   	0.011947
ADAM33 	CCR4   	0.011419
ADAM33 	CCR8   	0.012022
ADAM33 	CD40LG 	0.011361
ADAM33 	CHIA   	0.0070286
ADAM33 	CLC    	0.00768
ADAM33 	CLCA1  	0.0091062
ADAM33 	CMA1   	0.0093914
ADAM33 	CPA3   	0.0065826
ADAM33 	CRLF2  	0.0098776
ADAM33 	CSF2   	0.011353
ADAM33 	CSF3R  	0.011387
ADAM33 	CYSLTR1	0.0079339
ADAM33 	EPX    	0.010116
ADAM33 	FCER1A 	0.0082395
ADAM33 	FOXP3  	0.011787
ADAM33 	GATA3  	0.011577
ADAM33 	GPR44  	0.01902
ADAM33 	ICOS   	0.01126
ADAM33 	IFNG   	0.011712
ADAM33 	IFNGR2 	0.013397
ADAM33 	IL10   	0.011729
ADAM33 	IL12A  	0.012385
ADAM33 	IL12B  	0.019149
ADAM33 	IL13   	0.011618
ADAM33 	IL13RA1	0.011856
ADAM33 	IL13RA2	0.011493
ADAM33 	IL17A  	0.011541
ADAM33 	IL17RB 	0.010251
ADAM33 	IL18   	0.011775
ADAM33 	IL1RL1 	0.010728
ADAM33 	IL21   	0.011915
ADAM33 	IL25   	0.011122
ADAM33 	IL2RA  	0.011441
ADAM33 	IL3    	0.011194
ADAM33 	IL31   	0.0082173
ADAM33 	IL33   	0.011195
ADAM33 	IL3RA  	0.011205
ADAM33 	IL4    	0.011603
ADAM33 	IL4R   	0.013817
ADAM33 	IL5    	0.011402
ADAM33 	IL5RA  	0.011485
ADAM33 	IL9    	0.011265
ADAM33 	KIT    	0.01053
ADAM33 	KITLG  	0.010437
ADAM33 	LTB4R  	0.0068198
ADAM33 	MAF    	0.011227
ADAM33 	MMP9   	0.010481
ADAM33 	MRC1   	0.0077761
ADAM33 	MS4A2  	0.010737
ADAM33 	PDCD1  	0.010558
ADAM33 	PMCH   	0.0059038
ADAM33 	POSTN  	0.0049101
ADAM33 	PPARG  	0.011058
ADAM33 	PRG2   	0.0081547
ADAM33 	RETNLB 	0.0070855
ADAM33 	RNASE2 	0.0096636
ADAM33 	RNASE3 	0.010296
ADAM33 	RORC   	0.012533
ADAM33 	SATB1  	0.010317
ADAM33 	SIGLEC8	0.0059038
ADAM33 	STAT5A 	0.011228
ADAM33 	STAT6  	0.011743
ADAM33 	TBX21  	0.012124
ADAM33 	TGFB1  	0.011199
ADAM33 	TNFRSF4	0.01087
ADAM33 	TNFSF4 	0.010342
ADAM33 	TSLP   	0.011076
ADRB2  	ALOX5  	0.0071092
ADRB2  	AREG   	0.0033378
ADRB2  	ARG1   	0.0061831
ADRB2  	BCL6   	0.0092263
ADRB2  	CCL11  	0.009519
ADRB2  	CCL17  	0.009189
ADRB2  	CCL2   	0.0099711
ADRB2  	CCL22  	0.0092776
ADRB2  	CCL24  	0.010232
ADRB2  	CCL26  	0.0097282
ADRB2  	CCL5   	0.0097271
ADRB2  	CCL8   	0.0084534
ADRB2  	CCR3   	0.010045
ADRB2  	CCR4   	0.0093236
ADRB2  	CCR8   	0.010004
ADRB2  	CD40LG 	0.0095578
ADRB2  	CHIA   	0.005246
ADRB2  	CLC    	0.0053476
ADRB2  	CLCA1  	0.0069178
ADRB2  	CMA1   	0.0071253
ADRB2  	CPA3   	0.0043901
ADRB2  	CRLF2  	0.0073875
ADRB2  	CSF2   	0.0097081
ADRB2  	CSF3R  	0.0090662
ADRB2  	CYSLTR1	0.0057012
ADRB2  	EPX    	0.0078027
ADRB2  	FCER1A 	0.0056665
ADRB2  	FOXP3  	0.010397
ADRB2  	GATA3  	0.0099624
ADRB2  	GPR44  	0.019341
ADRB2  	ICOS   	0.0094484
ADRB2  	IFNG   	0.010242
ADRB2  	IFNGR2 	0.013607
ADRB2  	IL10   	0.010442
ADRB2  	IL12A  	0.011589
ADRB2  	IL12B  	0.025718
ADRB2  	IL13   	0.010129
ADRB2  	IL13RA1	0.0097612
ADRB2  	IL13RA2	0.0095758
ADRB2  	IL17A  	0.010083
ADRB2  	IL17RB 	0.0079162
ADRB2  	IL18   	0.010526
ADRB2  	IL1RL1 	0.0087032
ADRB2  	IL21   	0.010633
ADRB2  	IL25   	0.0090952
ADRB2  	IL2RA  	0.0096441
ADRB2  	IL3    	0.0092452
ADRB2  	IL31   	0.0062546
ADRB2  	IL33   	0.0092553
ADRB2  	IL3RA  	0.0091637
ADRB2  	IL4    	0.00995
ADRB2  	IL4R   	0.013358
ADRB2  	IL5    	0.0097746
ADRB2  	IL5RA  	0.0093937
ADRB2  	IL9    	0.0094624
ADRB2  	KIT    	0.0084636
ADRB2  	KITLG  	0.0084249
ADRB2  	LTB4R  	0.0047471
ADRB2  	MAF    	0.0093443
ADRB2  	MMP9   	0.0086135
ADRB2  	MRC1   	0.0058702
ADRB2  	MS4A2  	0.0083425
ADRB2  	PDCD1  	0.0085016
ADRB2  	PMCH   	0.0042289
ADRB2  	POSTN  	0.0031522
ADRB2  	PPARG  	0.0091407
ADRB2  	PRG2   	0.0057752
ADRB2  	RETNLB 	0.0052755
ADRB2  	RNASE2 	0.007362
ADRB2  	RNASE3 	0.0080925
ADRB2  	RORC   	0.011929
ADRB2  	SATB1  	0.0080598
ADRB2  	SIGLEC8	0.0042289
ADRB2  	STAT5A 	0.0093524
ADRB2  	STAT6  	0.01026
ADRB2  	TBX21  	0.011026
ADRB2  	TGFB1  	0.0093509
ADRB2  	TNFRSF4	0.0087709
ADRB2  	TNFSF4 	0.008071
ADRB2  	TSLP   	0.0090912
ALOX5  	AREG   	0.0066723
ALOX5  	ARG1   	0.0080445
ALOX5  	BCL6   	0.011396
ALOX5  	CCL11  	0.013113
ALOX5  	CCL17  	0.011604
ALOX5  	CCL2   	0.012036
ALOX5  	CCL22  	0.011705
ALOX5  	CCL24  	0.011416
ALOX5  	CCL26  	0.011463
ALOX5  	CCL5   	0.012145
ALOX5  	CCL8   	0.011072
ALOX5  	CCR3   	0.011737
ALOX5  	CCR4   	0.011706
ALOX5  	CCR8   	0.011754
ALOX5  	CD40LG 	0.011763
ALOX5  	CHIA   	0.007223
ALOX5  	CLC    	0.0093756
ALOX5  	CLCA1  	0.010173
ALOX5  	CMA1   	0.012696
ALOX5  	CPA3   	0.0099178
ALOX5  	CRLF2  	0.010774
ALOX5  	CSF2   	0.012578
ALOX5  	CSF3R  	0.011904
ALOX5  	CYSLTR1	0.042091
ALOX5  	EPX    	0.011248
ALOX5  	FCER1A 	0.0074617
ALOX5  	FOXP3  	0.011581
ALOX5  	GATA3  	0.011466
ALOX5  	GPR44  	0.01142
ALOX5  	ICOS   	0.011388
ALOX5  	IFNG   	0.011876
ALOX5  	IFNGR2 	0.011027
ALOX5  	IL10   	0.0116
ALOX5  	IL12A  	0.011592
ALOX5  	IL12B  	0.011289
ALOX5  	IL13   	0.011544
ALOX5  	IL13RA1	0.011046
ALOX5  	IL13RA2	0.011664
ALOX5  	IL17A  	0.011731
ALOX5  	IL17RB 	0.011653
ALOX5  	IL18   	0.012956
ALOX5  	IL1RL1 	0.011913
ALOX5  	IL21   	0.011689
ALOX5  	IL25   	0.011803
ALOX5  	IL2RA  	0.011751
ALOX5  	IL3    	0.012191
ALOX5  	IL31   	0.0091019
ALOX5  	IL33   	0.011965
ALOX5  	IL3RA  	0.012418
ALOX5  	IL4    	0.011737
ALOX5  	IL4R   	0.01159
ALOX5  	IL5    	0.012124
ALOX5  	IL5RA  	0.012016
ALOX5  	IL9    	0.012106
ALOX5  	KIT    	0.012486
ALOX5  	KITLG  	0.017802
ALOX5  	LTB4R  	0.052914
ALOX5  	MAF    	0.011327
ALOX5  	MMP9   	0.012016
ALOX5  	MRC1   	0.0081958
ALOX5  	MS4A2  	0.0094502
ALOX5  	PDCD1  	0.010847
ALOX5  	PMCH   	0.0080583
ALOX5  	POSTN  	0.0063376
ALOX5  	PPARG  	0.011764
ALOX5  	PRG2   	0.010233
ALOX5  	RETNLB 	0.007174
ALOX5  	RNASE2 	0.011175
ALOX5  	RNASE3 	0.011467
ALOX5  	RORC   	0.011347
ALOX5  	SATB1  	0.010846
ALOX5  	SIGLEC8	0.0080583
ALOX5  	STAT5A 	0.011874
ALOX5  	STAT6  	0.011378
ALOX5  	TBX21  	0.011578
ALOX5  	TGFB1  	0.01234
ALOX5  	TNFRSF4	0.011309
ALOX5  	TNFSF4 	0.010858
ALOX5  	TSLP   	0.011634
AREG   	ARG1   	0.0047709
AREG   	BCL6   	0.0068402
AREG   	CCL11  	0.0076158
AREG   	CCL17  	0.007458
AREG   	CCL2   	0.0096085
AREG   	CCL22  	0.0074555
AREG   	CCL24  	0.0066334
AREG   	CCL26  	0.0067828
AREG   	CCL5   	0.0092958
AREG   	CCL8   	0.0061352
AREG   	CCR3   	0.0072963
AREG   	CCR4   	0.0074025
AREG   	CCR8   	0.0072487
AREG   	CD40LG 	0.0092432
AREG   	CHIA   	0.0041695
AREG   	CLC    	0.004326
AREG   	CLCA1  	0.0054657
AREG   	CMA1   	0.01397
AREG   	CPA3   	0.0077974
AREG   	CRLF2  	0.0059008
AREG   	CSF2   	0.008591
AREG   	CSF3R  	0.006708
AREG   	CYSLTR1	0.0060613
